   65.89 ;  
   70.96 ;  
   72.29 ;  
   73.21 ;  
   73.98 ;  
   74.89 ;  
   73.62 ;  
   72.79 ;  
   49.46 ; 
   49.87 ; 
   51.28 ; 
   50.43 ; 
   50.52 ; 
   50.88 ; 
   50.75 ; 
   51.53 ; 
