  102.03 ;  
  116.32 ;  
  133.07 ;  
  138.77 ;  
  133.76 ;  
  131.70 ;  
  126.49 ;  
  112.12 ;  
   53.30 ; 
   53.60 ; 
   59.80 ; 
   57.39 ; 
   57.01 ; 
   56.79 ; 
   58.02 ; 
   59.30 ; 
