  1.5129441e-001  5.0000000e-001  5.0000000e-001
  2.3321097e-001  7.0710678e-001  7.0710678e-001
  3.0246987e-001  8.6602540e-001  8.6602540e-001
  3.6485614e-001  1.0000000e+000  1.0000000e+000
  4.2268633e-001  1.1180340e+000  1.1180340e+000
  4.7718046e-001  1.2247449e+000  1.2247449e+000
  5.2907985e-001  1.3228757e+000  1.3228757e+000
  5.7887724e-001  1.4142136e+000  1.4142136e+000
  6.2692105e-001  1.5000000e+000  1.5000000e+000
  6.7346912e-001  1.5811388e+000  1.5811388e+000
  7.1871903e-001  1.6583124e+000  1.6583124e+000
  7.6282645e-001  1.7320508e+000  1.7320508e+000
  8.0591675e-001  1.8027756e+000  1.8027756e+000
  8.4809285e-001  1.8708287e+000  1.8708287e+000
  8.8944053e-001  1.9364917e+000  1.9364917e+000
  9.3003226e-001  2.0000000e+000  2.0000000e+000
  9.6992997e-001  2.0615528e+000  2.0615528e+000
  1.0091871e+000  2.1213203e+000  2.1213203e+000
  1.0478503e+000  2.1794495e+000  2.1794495e+000
  1.0859603e+000  2.2360680e+000  2.2360680e+000
  1.1235534e+000  2.2912878e+000  2.2912878e+000
  1.1606616e+000  2.3452079e+000  2.3452079e+000
  1.1973136e+000  2.3979158e+000  2.3979158e+000
  1.2335354e+000  2.4494897e+000  2.4494897e+000
  1.2693502e+000  2.5000000e+000  2.5000000e+000
  1.3047793e+000  2.5495098e+000  2.5495098e+000
  1.3398420e+000  2.5980762e+000  2.5980762e+000
  1.3745559e+000  2.6457513e+000  2.6457513e+000
  1.4089372e+000  2.6925824e+000  2.6925824e+000
  1.4430008e+000  2.7386128e+000  2.7386128e+000
  1.4767604e+000  2.7838822e+000  2.7838822e+000
  1.5102288e+000  2.8284271e+000  2.8284271e+000
  1.5434177e+000  2.8722813e+000  2.8722813e+000
  1.5763382e+000  2.9154759e+000  2.9154759e+000
  1.6090004e+000  2.9580399e+000  2.9580399e+000
  1.6414140e+000  3.0000000e+000  3.0000000e+000
  1.6735879e+000  3.0413813e+000  3.0413813e+000
  1.7055304e+000  3.0822070e+000  3.0822070e+000
  1.7372494e+000  3.1224990e+000  3.1224990e+000
  1.7687524e+000  3.1622777e+000  3.1622777e+000
  1.7750821e+000  3.1251697e+000  3.1251697e+000
  1.7808470e+000  3.0876159e+000  3.0876159e+000
  1.7860409e+000  3.0495996e+000  3.0495996e+000
  1.7906561e+000  3.0111033e+000  3.0111033e+000
  1.7946839e+000  2.9721085e+000  2.9721085e+000
  1.7981143e+000  2.9325953e+000  2.9325953e+000
  1.8009360e+000  2.8925423e+000  2.8925423e+000
  1.8031362e+000  2.8519268e+000  2.8519268e+000
  1.8047007e+000  2.8107246e+000  2.8107246e+000
  1.8056134e+000  2.7689092e+000  2.7689092e+000
  1.8058564e+000  2.7264527e+000  2.7264527e+000
  1.8054098e+000  2.6833244e+000  2.6833244e+000
  1.8042515e+000  2.6394916e+000  2.6394916e+000
  1.8023568e+000  2.5949184e+000  2.5949184e+000
  1.7996982e+000  2.5495661e+000  2.5495661e+000
  1.7962451e+000  2.5033924e+000  2.5033924e+000
  1.7919632e+000  2.4563508e+000  2.4563508e+000
  1.7868144e+000  2.4083905e+000  2.4083905e+000
  1.7807558e+000  2.3594556e+000  2.3594556e+000
  1.7737391e+000  2.3094841e+000  2.3094841e+000
  1.7657100e+000  2.2584071e+000  2.2584071e+000
  1.7566067e+000  2.2061478e+000  2.2061478e+000
  1.7463591e+000  2.1526203e+000  2.1526203e+000
  1.7348869e+000  2.0977273e+000  2.0977273e+000
  1.7220977e+000  2.0413588e+000  2.0413588e+000
  1.7078846e+000  1.9833889e+000  1.9833889e+000
  1.6921226e+000  1.9236729e+000  1.9236729e+000
  1.6746645e+000  1.8620428e+000  1.8620428e+000
  1.6553355e+000  1.7983017e+000  1.7983017e+000
  1.6339251e+000  1.7322168e+000  1.7322168e+000
  1.6333359e+000  1.7091991e+000  1.7091991e+000
  1.6323096e+000  1.6858672e+000  1.6858672e+000
  1.6308330e+000  1.6622079e+000  1.6622079e+000
  1.6288921e+000  1.6382068e+000  1.6382068e+000
  1.6264713e+000  1.6138489e+000  1.6138489e+000
  1.6235537e+000  1.5891177e+000  1.5891177e+000
  1.6201205e+000  1.5639954e+000  1.5639954e+000
  1.6161515e+000  1.5384630e+000  1.5384630e+000
  1.6116241e+000  1.5124996e+000  1.5124996e+000
  1.6065136e+000  1.4860827e+000  1.4860827e+000
  1.6007925e+000  1.4591876e+000  1.4591876e+000
  1.5944307e+000  1.4317873e+000  1.4317873e+000
  1.5873943e+000  1.4038524e+000  1.4038524e+000
  1.5796458e+000  1.3753503e+000  1.3753503e+000
  1.5711432e+000  1.3462448e+000  1.3462448e+000
  1.5618392e+000  1.3164960e+000  1.3164960e+000
  1.5516805e+000  1.2860592e+000  1.2860592e+000
  1.5406066e+000  1.2548845e+000  1.2548845e+000
  1.5285483e+000  1.2229152e+000  1.2229152e+000
  1.5154264e+000  1.1900875e+000  1.1900875e+000
  1.5011490e+000  1.1563282e+000  1.1563282e+000
  1.4856092e+000  1.1215532e+000  1.1215532e+000
  1.4686811e+000  1.0856649e+000  1.0856649e+000
  1.4502153e+000  1.0485490e+000  1.0485490e+000
  1.4300320e+000  1.0100701e+000  1.0100701e+000
  1.4079123e+000  9.7006615e-001  9.7006615e-001
  1.3835853e+000  9.2833992e-001  9.2833992e-001
  1.3567101e+000  8.8464776e-001  8.8464776e-001
  1.3268473e+000  8.3868250e-001  8.3868250e-001
  1.2934169e+000  7.9004747e-001  7.9004747e-001
